timestamp,inlet_temperature,outlet_temperature,flow_rate,surface_area,pressure,fluid_density,heat_transfer_rate,heat_flux,reynolds_number,efficiency,operating_mode
2024-01-01 00:00:00,80.99342830602247,69.59407286943646,2.432482172502562,2.5,100.37109622106131,-268.58943249532905,-31175.835912978404,-12470.334365191362,-16637141.177954294,-3781.104028623182,normal
2024-01-01 01:00:00,80.4739087482863,69.41590730550644,2.502228387419893,2.5,101.09495420544448,-251.52736591762138,-29133.1909790385,-11653.2763916154,-16027002.46940934,-3456.2942562947433,normal
2024-01-01 02:00:00,82.79437231864698,72.4686001414808,2.4540999478667778,2.5,101.51816982165575,-328.63036534516607,-34859.54374529417,-13943.817498117667,-20537144.089370366,-4098.524176301653,normal
2024-01-01 03:00:00,85.28985863653071,75.53906434156129,2.5191703551176157,2.5,102.86800114225797,-414.1207990694893,-42581.77873287079,-17032.711493148316,-26565909.854962245,-4733.978557108026,normal
2024-01-01 04:00:00,82.51467629561581,71.28890322102289,2.3771739851161215,2.5,102.40065815751704,-319.2146402743419,-35658.18657993922,-14263.274631975688,-19323415.151516303,-4344.147166886369,normal
2024-01-01 05:00:00,83.24642241731868,72.19791707284467,2.6043596967927494,2.5,101.65158689713755,-343.91902971203933,-41424.75293125109,-16569.901172500435,-22808529.52514081,-4563.917387029329,normal
2024-01-01 06:00:00,87.59553184851309,75.92076441993791,2.5995533157049717,2.5,102.75769801487769,-495.47757023765394,-62946.29750807934,-25178.519003231737,-32799169.150003158,-6606.449213461034,normal
2024-01-01 07:00:00,86.68327289775405,75.14744306404205,2.5340156552984596,2.5,101.93447301849763,-463.0160540560766,-56656.97826853519,-22662.791307414074,-29877582.716955658,-6162.458148891108,normal
2024-01-01 08:00:00,84.9078577922359,72.84057267557588,2.697812007088075,2.5,103.44069854627368,-400.8614308411349,-54627.93117777344,-21851.172471109378,-27538867.07917996,-5697.616082753674,normal
2024-01-01 09:00:00,87.61568653875047,77.02064561312699,2.741660554345933,2.5,102.85249502664774,-496.1987695641672,-60335.26565914227,-24134.106263656908,-34642520.36812146,-5999.714873893903,high_flow
2024-01-01 10:00:00,86.27113525011148,73.71595295521742,2.5029990033261678,2.5,103.22711742699902,-448.4674948032172,-58994.821863323465,-23597.928745329387,-28584576.456377357,-6526.599667862899,normal
2024-01-01 11:00:00,86.9158881059165,75.37849843461721,2.603151663565202,2.5,104.11958788857423,-471.25952308407307,-59247.004283923314,-23698.801713569326,-31239187.17050654,-6256.999186518767,normal
2024-01-01 12:00:00,88.96099557201246,75.44990713115334,2.6179793171581305,2.5,102.99244474554914,-544.7313444777295,-80656.27071612906,-32262.508286451623,-36315220.98502197,-8274.17632200317,normal
2024-01-01 13:00:00,85.25900326127379,74.42271787481536,2.616155690732887,2.5,103.11309984845207,-413.04748075736074,-49016.604315822355,-19606.64172632894,-27517164.355257582,-5249.569917364489,normal
2024-01-01 14:00:00,86.22146615248779,72.8771744487359,2.808111992200683,2.5,103.69150559802276,-446.71907220064486,-70071.86389922697,-28028.74555969079,-31943980.57578827,-6913.844136625376,high_flow
2024-01-01 15:00:00,89.10824319918504,77.2263096031456,2.7205497406472667,2.5,104.66987976846978,-550.0903949366481,-74434.98024368395,-29773.99209747358,-38109289.04655782,-7335.632885461473,high_flow
2024-01-01 16:00:00,88.74304452108504,77.64224155478459,2.727981616204109,2.5,103.55387283184572,-536.8160892663565,-68048.81728385686,-27219.526913542744,-37291261.70772917,-6715.474294116331,high_flow
2024-01-01 17:00:00,91.90611987044228,80.57738692923976,2.568264366284405,2.5,103.05553298612944,-653.6819848847853,-79613.51621101252,-31845.406484405008,-42751007.75381084,-8056.861528567663,normal
2024-01-01 18:00:00,89.94225085869752,78.39765081085127,2.846110837316936,2.5,104.39905228397888,-580.619083289089,-79858.51508505337,-31943.406034021347,-42080726.49810502,-7453.09424333135,high_flow
2024-01-01 19:00:00,89.3849169323917,77.05177722456528,2.6722470610999753,2.5,105.04823376242196,-560.1849844640063,-77282.46160765308,-30912.98464306123,-38119586.93488179,-7729.400723314626,normal
2024-01-01 20:00:00,95.56146863216912,83.09413114482014,2.8154403203415668,2.5,105.51469979545405,-794.0695431490539,-116674.99866542802,-46669.99946617121,-56930497.50119436,-10357.583973191868,high_flow
2024-01-01 21:00:00,92.56763318321404,81.16995927829704,2.8501144210462814,2.5,104.81943975231806,-678.6642886027403,-92285.34584955077,-36914.1383398203,-49255803.39094717,-8357.686002854864,high_flow
2024-01-01 22:00:00,93.51065053270918,81.54553526044425,2.9710133762355846,2.5,104.97578586674055,-714.6015035808011,-106337.05876271693,-42534.82350508677,-54064058.83692493,-9145.504801372159,high_flow
2024-01-01 23:00:00,90.84900712012968,76.70802745285495,2.7162633913843983,2.5,105.8827463423333,-614.148508079,-98747.02116646187,-39498.80846658475,-42480086.84288586,-9558.662177253182,high_flow
2024-01-02 00:00:00,92.89833972125386,79.1717454410669,2.5570056764763804,2.5,104.48884075162017,-691.223768311829,-101557.58776621312,-40623.03510648525,-45008078.23749192,-10214.153128082331,normal
2024-01-02 01:00:00,94.46252153752937,82.03570412065473,2.8887537045011418,2.5,105.34079664385051,-751.2621098265844,-112891.47371110125,-45156.5894844405,-55263974.476972654,-9883.388177939965,high_flow
2024-01-02 02:00:00,92.15659483598526,80.14551604304805,3.0614194192880855,2.5,105.7348657244095,-663.1192355982776,-102069.43215708555,-40827.77286283422,-51695718.16624478,-8643.437064030139,high_flow
2024-01-02 03:00:00,95.39167236384795,83.32476768280294,3.0158379356186087,2.5,105.9619435385184,-787.4216843766384,-119952.82387752947,-47981.12955101179,-60472160.43386751,-9961.026996797884,high_flow
2024-01-02 04:00:00,93.5840269365792,81.05850445485865,2.923047916674123,2.5,105.57303829936998,-717.4137467851822,-109951.3848388107,-43980.55393552428,-53400551.60970896,-9600.448208757294,high_flow
2024-01-02 05:00:00,94.3099152386537,83.46408379965501,2.8626094203285226,2.5,105.92855144664624,-745.3584891483426,-96870.01630503174,-38748.00652201269,-54333466.310339294,-8570.971597000473,high_flow
2024-01-02 06:00:00,93.76058788778037,82.20103946851287,3.0017179628079314,2.5,104.74320471339492,-724.1901115234282,-105187.12063371985,-42074.848253487944,-55355730.82688,-8927.527462919266,high_flow
